Program Version:,EnergyPlus, Version 8.3.0-6d97d074ea, YMD=2017.09.21 04:20
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,WHOLEYEAR ** Pittsburgh Allegheny Co Ap PA USA TMY3 WMO#=725205

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      2160.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,64141.15,104.87,117.48
,Net Site Energy,64141.15,104.87,117.48
,Total Source Energy,229171.40,374.69,419.74
,Net Source Energy,229171.40,374.69,419.74


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil #1,1.050
,Fuel Oil #2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,611.63
,Net Conditioned Building Area,545.99
,Unconditioned Building Area,65.64


End Uses

,,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,58333.90,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,206.71,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2917.17,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,61.71,0.00,0.00,0.00,0.00,0.00
,Pumps,2621.66,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,5807.26,0.00,0.00,0.00,58333.90,0.00
Note: District heat appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,,Construction,Reflectance,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Azimuth [deg],Tilt [deg],Cardinal Direction
,UNDERFLOOR_VOID_SPACE_WALL_2_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,26.89,105.00,90.00,E
,UNDERFLOOR_VOID_SPACE_WALL_3_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,8.05,195.00,90.00,S
,UNDERFLOOR_VOID_SPACE_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,22.40,105.00,90.00,E
,UNDERFLOOR_VOID_SPACE_WALL_5_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,19.96,15.00,90.00,N
,UNDERFLOOR_VOID_SPACE_WALL_6_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,49.29,285.00,90.00,W
,UNDERFLOOR_VOID_SPACE_WALL_7_1_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.48,195.00,90.00,S
,UNDERFLOOR_VOID_SPACE_WALL_7_1_1,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.48,195.00,90.00,S
,ROOFS1_ROOF_1_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,15.78,195.00,42.27,
,ROOFS1_ROOF_2_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,7.60,285.00,29.16,
,ROOFS1_ROOF_3_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,8.28,105.00,26.57,
,ROOFS1_ROOF_4_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,22.79,15.00,27.76,
,ROOFS1_ROOF_5_0_0,FLAT_ROOF_RIP10_15,0.40,0.567,0.615,5.13,195.00,0.00,
,ROOFS2_ROOF_1_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,15.78,195.00,42.27,
,ROOFS2_ROOF_2_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,7.60,285.00,29.16,
,ROOFS2_ROOF_3_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,8.28,105.00,26.57,
,ROOFS2_ROOF_4_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,22.79,15.00,27.76,
,ROOFS2_ROOF_5_0_0,FLAT_ROOF_RIP10_15,0.40,0.567,0.615,5.13,195.00,0.00,
,ROOFS3_ROOF_1_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,15.78,195.00,42.27,
,ROOFS3_ROOF_2_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,7.60,285.00,29.16,
,ROOFS3_ROOF_3_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,8.28,105.00,26.57,
,ROOFS3_ROOF_4_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,22.79,15.00,27.76,
,ROOFS3_ROOF_5_0_0,FLAT_ROOF_RIP10_15,0.40,0.567,0.615,5.13,195.00,0.00,
,ROOFS0_ROOF_1_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,15.78,195.00,42.27,
,ROOFS0_ROOF_2_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,7.47,285.00,29.16,
,ROOFS0_ROOF_3_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,8.14,105.00,26.57,
,ROOFS0_ROOF_4_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,22.07,15.00,28.75,
,ROOFS0_ROOF_5_0_0,FLAT_ROOF_RIP10_15,0.40,0.567,0.615,5.13,195.00,0.00,
,ROOFS4_ROOF_1_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,7.75,285.00,29.16,
,ROOFS4_ROOF_2_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,16.15,195.00,41.10,
,ROOFS4_ROOF_3_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,8.44,105.00,26.57,
,ROOFS4_ROOF_4_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,23.15,15.00,27.29,
,ROOFS4_ROOF_5_0_0,FLAT_ROOF_RIP10_15,0.40,0.567,0.615,5.13,195.00,0.00,
,ROOFN0_ROOF_1_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,7.74,285.00,29.69,
,ROOFN0_ROOF_2_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,31.92,195.00,38.57,
,ROOFN0_ROOF_3_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,8.95,105.00,25.38,
,ROOFN0_ROOF_4_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,42.73,15.00,27.76,
,ROOFN0_ROOF_5_0_0,FLAT_ROOF_RIP10_15,0.40,0.567,0.615,11.52,195.00,0.00,
,ROOFN3_ROOF_1_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,7.74,285.00,29.69,
,ROOFN3_ROOF_2_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,31.92,195.00,38.57,
,ROOFN3_ROOF_3_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,8.95,105.00,25.38,
,ROOFN3_ROOF_4_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,42.73,15.00,27.76,
,ROOFN3_ROOF_5_0_0,FLAT_ROOF_RIP10_15,0.40,0.567,0.615,11.52,195.00,0.00,
,ROOFN1_ROOF_1_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,7.74,285.00,29.69,
,ROOFN1_ROOF_2_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,31.92,195.00,38.57,
,ROOFN1_ROOF_3_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,8.95,105.00,25.38,
,ROOFN1_ROOF_4_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,42.73,15.00,27.76,
,ROOFN1_ROOF_5_0_0,FLAT_ROOF_RIP10_15,0.40,0.567,0.615,11.52,195.00,0.00,
,ROOFN2_ROOF_1_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,7.74,285.00,29.69,
,ROOFN2_ROOF_2_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,31.92,195.00,38.57,
,ROOFN2_ROOF_3_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,8.95,105.00,25.38,
,ROOFN2_ROOF_4_0_0,PITCHED_ROOF_RIP40_13,0.40,0.276,0.287,42.73,15.00,27.76,
,ROOFN2_ROOF_5_0_0,FLAT_ROOF_RIP10_15,0.40,0.567,0.615,11.52,195.00,0.00,
,BAS_WALL_2_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,3.36,105.00,90.00,E
,BAS_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.24,105.00,90.00,E
,BAS_WALL_3_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,BAS_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.65,105.00,90.00,E
,BAS_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.33,105.00,90.00,E
,BAS_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,BAS_WALL_8_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.65,105.00,90.00,E
,BAS_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,BAS_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.33,105.00,90.00,E
,BAS_WALL_9_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,STAIRNCOM_WALL_2_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,3.36,105.00,90.00,E
,STAIRNCOM_WALL_MULL_TOPMID_EASWALL,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.24,105.00,90.00,E
,STAIRNCOM_WALL_3_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,STAIRNCOM_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.65,105.00,90.00,E
,STAIRNCOM_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.33,105.00,90.00,E
,STAIRNCOM_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,STAIRNCOM_WALL_9_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,3.98,195.00,90.00,S
,STAIRNCOM_WALL_MULL_TOPWES,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.28,195.00,90.00,S
,STAIRNCOM_WALL_MULL_WES,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,195.00,90.00,S
,STAIRNCOM_WALL_10_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,195.00,90.00,S
,STAIRNCOM_WALL_11_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,6.76,195.00,90.00,S
,STAIRNCOM_WALL_MULL_TOPMIDWES,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.48,195.00,90.00,S
,STAIRNCOM_WALL_12_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,195.00,90.00,S
,STAIRNCOM_WALL_13_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,6.48,195.00,90.00,S
,STAIRNCOM_WALL_MULL_TOPMIDEAS,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.46,195.00,90.00,S
,STAIRNCOM_WALL_14_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,195.00,90.00,S
,STAIRNCOM_WALL_15_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,1.29,195.00,90.00,S
,STAIRNCOM_WALL_MULL_TOPEAS,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.09,195.00,90.00,S
,STAIRNCOM_WALL_MULL_EAS,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,195.00,90.00,S
,STAIRNCOM_WALL_16_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.65,105.00,90.00,E
,STAIRNCOM_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.33,105.00,90.00,E
,STAIRNCOM_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,STAIRNCOM_WALL_17_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-YUJIE_WALL_2_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,3.36,105.00,90.00,E
,OFF-YUJIE_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.24,105.00,90.00,E
,OFF-YUJIE_WALL_3_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-YUJIE_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.37,105.00,90.00,E
,OFF-YUJIE_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.31,105.00,90.00,E
,OFF-YUJIE_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-YUJIE_WALL_8_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.68,105.00,90.00,E
,OFF-YUJIE_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.33,105.00,90.00,E
,OFF-YUJIE_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-YUJIE_WALL_9_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-BAPP_WALL_2_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,3.36,105.00,90.00,E
,OFF-BAPP_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.24,105.00,90.00,E
,OFF-BAPP_WALL_3_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-BAPP_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.34,105.00,90.00,E
,OFF-BAPP_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.31,105.00,90.00,E
,OFF-BAPP_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-BAPP_WALL_8_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.40,105.00,90.00,E
,OFF-BAPP_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.31,105.00,90.00,E
,OFF-BAPP_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-BAPP_WALL_9_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-WEILI_WALL_2_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,3.36,105.00,90.00,E
,OFF-WEILI_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.24,105.00,90.00,E
,OFF-WEILI_WALL_3_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-WEILI_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.34,105.00,90.00,E
,OFF-WEILI_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.31,105.00,90.00,E
,OFF-WEILI_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-WEILI_WALL_8_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.40,105.00,90.00,E
,OFF-WEILI_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.31,105.00,90.00,E
,OFF-WEILI_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-WEILI_WALL_9_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-ZHIANG_WALL_2_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,3.36,105.00,90.00,E
,OFF-ZHIANG_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.24,105.00,90.00,E
,OFF-ZHIANG_WALL_3_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-ZHIANG_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.34,105.00,90.00,E
,OFF-ZHIANG_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.31,105.00,90.00,E
,OFF-ZHIANG_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-ZHIANG_WALL_8_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.40,105.00,90.00,E
,OFF-ZHIANG_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.31,105.00,90.00,E
,OFF-ZHIANG_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-ZHIANG_WALL_9_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-NINA_WALL_2_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,3.08,105.00,90.00,E
,OFF-NINA_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.22,105.00,90.00,E
,OFF-NINA_WALL_3_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-NINA_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.37,105.00,90.00,E
,OFF-NINA_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.31,105.00,90.00,E
,OFF-NINA_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-NINA_WALL_7_1_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,1.96,195.00,90.00,S
,OFF-NINA_WALL_MULL_TOPWES_SOUWALL,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.14,195.00,90.00,S
,OFF-NINA_WALL_8_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,195.00,90.00,S
,OFF-NINA_WALL_9_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,3.36,195.00,90.00,S
,OFF-NINA_WALL_MULL_TOPMID_SOUWALL,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.24,195.00,90.00,S
,OFF-NINA_WALL_10_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,195.00,90.00,S
,OFF-NINA_WALL_11_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.93,195.00,90.00,S
,OFF-NINA_WALL_MULL_TOPEAS_SOUWALL,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.35,195.00,90.00,S
,OFF-NINA_WALL_MULL_EAS,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,195.00,90.00,S
,OFF-NINA_WALL_12_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.37,105.00,90.00,E
,OFF-NINA_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.31,105.00,90.00,E
,OFF-NINA_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,105.00,90.00,E
,OFF-NINA_WALL_13_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,105.00,90.00,E
,OFF-VOLKER_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.93,285.00,90.00,W
,OFF-VOLKER_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.35,285.00,90.00,W
,OFF-VOLKER_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,285.00,90.00,W
,OFF-VOLKER_WALL_5_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,285.00,90.00,W
,OFF-VOLKER_WALL_6_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,2.80,285.00,90.00,W
,OFF-VOLKER_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.20,285.00,90.00,W
,OFF-VOLKER_WALL_7_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,285.00,90.00,W
,OFF-VOLKER_WALL_8_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.93,285.00,90.00,W
,OFF-VOLKER_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.35,285.00,90.00,W
,OFF-VOLKER_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,285.00,90.00,W
,OFF-ERICA_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.93,285.00,90.00,W
,OFF-ERICA_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.35,285.00,90.00,W
,OFF-ERICA_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,285.00,90.00,W
,OFF-ERICA_WALL_5_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,285.00,90.00,W
,OFF-ERICA_WALL_6_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,2.80,285.00,90.00,W
,OFF-ERICA_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.20,285.00,90.00,W
,OFF-ERICA_WALL_7_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,285.00,90.00,W
,OFF-ERICA_WALL_8_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.93,285.00,90.00,W
,OFF-ERICA_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.35,285.00,90.00,W
,OFF-ERICA_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,285.00,90.00,W
,OFF-JAMES_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.80,285.00,90.00,W
,OFF-JAMES_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,285.00,90.00,W
,OFF-JAMES_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.34,285.00,90.00,W
,OFF-JAMES_WALL_5_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,285.00,90.00,W
,OFF-JAMES_WALL_6_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,2.80,285.00,90.00,W
,OFF-JAMES_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.20,285.00,90.00,W
,OFF-JAMES_WALL_7_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,285.00,90.00,W
,OFF-JAMES_WALL_8_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.80,285.00,90.00,W
,OFF-JAMES_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.34,285.00,90.00,W
,OFF-JAMES_WALL_MULL_SOU,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,285.00,90.00,W
,OFF-VIVIAN_WALL_4_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.65,285.00,90.00,W
,OFF-VIVIAN_WALL_MULL_TOPNOR,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.33,285.00,90.00,W
,OFF-VIVIAN_WALL_MULL_NOR,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.42,285.00,90.00,W
,OFF-VIVIAN_WALL_5_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,285.00,90.00,W
,OFF-VIVIAN_WALL_6_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,2.80,285.00,90.00,W
,OFF-VIVIAN_WALL_MULL_TOPMID,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.20,285.00,90.00,W
,OFF-VIVIAN_WALL_7_0_0,WINDOW_FRAME_UIP0P49_MULL_17,0.40,4.712,15.995,0.30,285.00,90.00,W
,OFF-VIVIAN_WALL_8_0_0,INSULATED_METAL_PANEL_WALL_5,0.40,0.335,0.353,4.65,285.00,90.00,W
,OFF-VIVIAN_WALL_MULL_TOPSOU,INSULATED_METAL_PANEL_WALL_MULL,0.40,0.335,0.353,0.33,285.00,90.00,W
